id,sequence,year,type,social_event,title,date,time,organization,subject1,subject2,keywords
D019B,229,2014,Division,,Close Reading the African American Archive,10-JAN-14,8:30+9:45 a.m.,Late-Nineteenth- and Early-Twentieth-Century American Literature,American Literature,Before 1900,"African American, archive, periodicals, Chicago, slave narrative"
D088B,22,2014,Division,,Cognitive Approaches to Film,09-JAN-14,12:00 noon+1:15 p.m.,Cognitive Approaches to Literature,General Literature,Literary Criticism and Theory,"Cognition, Brain, Mind, Neuroscience, Psychology"
D036A,771,2014,Division,,Oulipo: Avant-Garde Language,12-JAN-14,12:00 noon+1:15 p.m.,Linguistic Approaches to Literature,Linguistics,General,"international, manipulating language, constraints, producing literature, combinatorics"
G005A,566,2014,Discussion Group,,Indigeneity and Diaspora: Exploring Intersections through Canadian Literature,11-JAN-14,1:45+3:00 p.m.,Canadian Literature in English,Other Literature in English,Canadian,"indigeneity, diaspora, coalitions, Canadian Literature"
G015A,734,2014,Discussion Group,,Women and the State: The Female Subject in Hebrew Literature and Culture,12-JAN-14,10:15+11:30 a.m.,Hebrew Literature,Other Literatures,Jewish,"Gender, Women, Cinema"
S617,465,2012,Special Session,,Jean Toomer and Politics,07-JAN-12,12:00 noon+1:15 p.m.,,,,
S613,559,2012,Special Session,,Torture and Sentiment: Laurence Sterne's Fiction and Sermons,07-JAN-12,3:30+4:45 p.m.,,,,
S174,258,2012,Special Session,,Apocalypse as Aporia: Crises and Representation in Film and Fiction,06-JAN-12,12:00 noon+1:15 p.m.,,,,
S180,24,2012,Special Session,,Archipelagic American Discourses: Decontinentalizing American Studies,05-JAN-12,12:00 noon+1:15 p.m.,,,,
S167,395,2012,Special Session,,Dada and the Polemics of Sense Perception,07-JAN-12,8:30+9:45 a.m.,,,,
S708,427,2012,Special Session,,Becoming Animal: Representations of Posthuman Kinship in Recent Hybrid Poetry,07-JAN-12,10:15+11:30 a.m.,,,,
S188,33,2012,Special Session,,Cetacean Nations: Thinking Transversely,05-JAN-12,12:00 noon+1:15 p.m.,,,,
S184,736,2012,Special Session,,Close Playing: Literary Methods and Video Game Studies,08-JAN-12,1:45+3:00 p.m.,,,,
S614,466,2012,Special Session,,The Material Keats,07-JAN-12,12:00 noon+1:15 p.m.,,,,
S608,355,2012,Special Session,,Provoking Literary History: Richard Maxwell's Critical Legacies,06-JAN-12,5:15+6:30 p.m.,,,,
S153,105,2012,Special Session,,Race and Metaphor in Eighteenth- and Nineteenth-Century American and Continental Thought,05-JAN-12,5:15+6:30 p.m.,,,,
S189,354,2012,Special Session,,"Queering the Indigene: Rearticulating Intersections in Postcolonial, Indigenous, and Queer Studies",06-JAN-12,5:15+6:30 p.m.,,,,
S156,104,2012,Special Session,,Art of the Oppressed: Global Performance and Resistance,05-JAN-12,3:30+4:45 p.m.,,,,
D082A,78,2012,Division,,Asian American Regionalisms,05-JAN-12,3:30+4:45 p.m.,Asian American Literature,American Literature,General/Asian,
M009D,,2012,MLA Organization,Y,Meeting of the ADE Executive Committee,08-JAN-12,7:30+10:30 a.m.,ADE Executive Committee,The Profession,English and American,
A103A,591,2012,Allied Organization,,William Carlos Williams's _A Voyage to Pagany_ and _Pagany_ (1930+33),07-JAN-12,5:15+6:30 p.m.,William Carlos Williams Society,American Literature,Twentieth Century,
A096A,353,2012,Allied Organization,,The Mythic South: Mythology and Materialism of the American South,06-JAN-12,5:15+6:30 p.m.,Society for the Study of Southern Literature,American Literature,Twentieth Century,
M007C,259,2012,MLA Organization,,Representation in the Shadow of New Media Technologies,06-JAN-12,12:00 noon+1:15 p.m.,Committee on the Literatures of People of Color in the United States and Canada,American Literature,General,
S166,34,2012,Special Session,,The Future of Peer Review,05-JAN-12,12:00 noon+1:15 p.m.,,,,
S621,136,2012,Special Session,,Modeling Girlhood: Reassessing Martha Finley's Elsie Dinsmore Series,05-JAN-12,7:00+8:15 p.m.,,,,
S151,35,2012,Special Session,,Climate Change and the Limits of Representation: Literary History in the Anthropocene,05-JAN-12,1:45+3:00 p.m.,,,,
S832,590,2012,Special Session,,Revising Neoclassicism,07-JAN-12,5:15+6:30 p.m.,,,,
D031A,72,2012,Division,,Thinking Memory,05-JAN-12,3:30+4:45 p.m.,Cognitive Approaches to Literature,General Literature,Literary Criticism and Theory,
S797,520,2014,Special Session,,"Du Bois, King, and the Discourse of Freedom",11-JAN-14,12:00 noon+1:15 p.m.,,,,"Du Bois, King, Discourse, Freedom"
S829,752,2014,Special Session,,Steampunk: Repurposing the Nineteenth Century,12-JAN-14,12:00 noon+1:15 p.m.,,,,"steampunk, neo-victorian, science fiction, Victorian, gender"
S611,41,2014,Special Session,,Dreiser and Money,09-JAN-14,12:00 noon+1:15 p.m.,,,,"Dreiser, money, speculation, socioeconomic, welfare"
S382,275,2014,Special Session,,Almost Human,10-JAN-14,12:00 noon+1:15 p.m.,,,,"theater, performance, modernity, avant-garde"
S432,459,2014,Special Session,,"Indigenous Literatures in the Twenty-First Century: Performance, Text, and Reception",11-JAN-14,8:30+9:45 a.m.,,,,"Indigenous and Native American literatures, performance, digital archive"
S434,545,2014,Special Session,,"Sex, Texts, and Comrades across the Pacific: Japan and the USSR",11-JAN-14,1:45+3:00 p.m.,,,,"red love, proletarian literature, Kollontai, Japan, USSR"
S823,124,2014,Special Session,,"War, Scar: Representations of US Torture and Imperial Violence since Vietnam",09-JAN-14,5:15+6:30 p.m.,,,,"Torture, U.S. Imperialism, War, Representation, Trauma"
S789,125,2014,Special Session,,"The Lower East Side: Social Friction, Cultural Sparks, and the Materiality of Gentrification",09-JAN-14,5:15+6:30 p.m.,,,,"urban, struggle, gentrification"
S861,336,2014,Special Session,,"Literature, Law, and the Possibility of Justice",10-JAN-14,1:45+3:00 p.m.,,,,"Literature, Law, American, Identity, Theory"
S204,583,2014,Special Session,,Electronic Literature after _Flash_,11-JAN-14,3:30+4:45 p.m.,,,,"digital humanities, electronic literature, new media"
S752,753,2014,Special Session,,Composition in and as the Humanities,12-JAN-14,12:00 noon+1:15 p.m.,,,,"Composition, Writing, Humanities, Discipline, Corporate"
S832,686,2014,Special Session,,How Do We Cultivate Twenty-First-Century Literacy in High School and College Classrooms?,12-JAN-14,8:30+9:45 a.m.,,,,"Composition, General Education, Literacy, Literature, Rhetoric"
S810,622,2014,Special Session,,Mind Science in Contemporary Poetry,11-JAN-14,5:15+6:30 p.m.,,,,"Poetry, Contemporary Literature, Cognition, Neuroscience"
S833,276,2014,Special Session,,"Between ""Gay"" and ""Queer""",10-JAN-14,12:00 noon+1:15 p.m.,,,,"Queer, LGBT, Gender, Theory"
S423,204,2014,Special Session,,"The Faces and Agents of the Moroccan Arab Spring: Art, Cyberculture, and Activism amidst the Tremors of a Changing World",10-JAN-14,8:30+9:45 a.m.,,,,"Cyberculture, women's rights, Morocco, revolution"
S881,788,2014,Special Session,,Back Up Your Work: Conceptualizing Writing Support for Graduate Students,12-JAN-14,1:45+3:00 p.m.,,,,"academic writing, graduate students, dissertation, graduate education reform"
M004C,717,2014,MLA Organization,,"Women, Collaboration, and New Media",12-JAN-14,10:15+11:30 a.m.,Committee on the Status of Women in the Profession,The Profession,General/Feminist,
S721,546,2014,Special Session,,Disgust and Desire in Early Modern English Literature,11-JAN-14,1:45+3:00 p.m.,,,,"disgust, desire, shame, sensation"
S725,206,2014,Special Session,,Harlem's Transnational Modernisms: Recovering the Black Archive beyond the Nation,10-JAN-14,8:30+9:45 a.m.,,,,"Harlem, Modernism, Transnational, Politics, Poetics"
S853,341,2014,Special Session,,Rethinking Postbellum Literary History,10-JAN-14,1:45+3:00 p.m.,,,,"realism, literary history, regionalism, naturalism, genre"
S744,50,2014,Special Session,,Romanticism after the Critique of Lyric,09-JAN-14,1:45+3:00 p.m.,,,,"Romanticism, Lyric Theory, Poetry/poetics"
S799,394,2014,Special Session,,Appraising and Reappraising Canonicity in the Work of Four US Queer Writers of Color,10-JAN-14,5:15+6:30 p.m.,,,,"LGBTQ, American Literature, Black, Chicana/o"
S756,161,2014,Special Session,,Postcolonial Trauma,09-JAN-14,7:00+8:15 p.m.,,,,"trauma, postcolonial, history"
S773,789,2014,Special Session,,Approaches to Feminist Orientalism: The Enlightenment to the Contemporary,12-JAN-14,1:45+3:00 p.m.,,,,"orientalism, feminism, romance, travel narrative, colonialism"
S385,13,2014,Special Session,,Revisiting Urban Popular Culture in Early Modern Spain,09-JAN-14,12:00 noon+1:15 p.m.,,,,"popular culture, urban festivals, theater, public sphere"
S767,248,2014,Special Session,,Space and Belonging in Post-9/11 US American Literature,10-JAN-14,10:15+11:30 a.m.,,,,"Contemporary literature, 9/11, Fiction and politics, City in literature"
S742,624,2014,Special Session,,Boethius's _Consolation of Philosophy_ in Medieval and Early Modern England: Form and History,11-JAN-14,5:15+6:30 p.m.,,,,"Boethius, Medieval, Renaissance, Chaucer, Alfred"
S712,722,2014,Special Session,,A Sense of Occupation: Literary Tourism and Its Discontents,12-JAN-14,10:15+11:30 a.m.,,,,"american studies, cultural studies, tourism, house, museums"
S748,51,2014,Special Session,,"Literature and Affordances: Rhetoric, Perception, Design",09-JAN-14,1:45+3:00 p.m.,,,,"cognitive studies, design, Shakespeare, eighteenth-century literature"
S884,342,2014,Special Session,,Some Versions of Liberty: Readings for Richard Strier,10-JAN-14,1:45+3:00 p.m.,,,,"Herbert, Milton, Religion, Liberty, Reading"
A036C,,2014,Allied Organization,Y,Dinner Arranged by the Joseph Conrad Society of America,11-JAN-14,7:00 p.m.,Joseph Conrad Society of America,British Literature,Twentieth Century,
B010D,,2014,Affiliate Organization,Y,"Cash Bar Arranged by the Society for the History of Authorship, Reading, and Publishing",09-JAN-14,8:45+10:00 p.m.,"Society for the History of Authorship, Reading, and Publishing",General Literature,"History of the Book, Reception Theory, Comparison with Other Media, and Performance",
A075F,,2014,Allied Organization,Y,Cash Bar and Dinner Arranged by the Milton Society of America,11-JAN-14,6:30 p.m.,Milton Society of America,British Literature,Seventeenth Century,
D076C,,2014,Division,Y,Reception Arranged by the Division on Black American Literature and Culture,11-JAN-14,7:00+8:15 p.m.,Black American Literature and Culture,American Literature,General/Black,
A067D,,2014,Allied Organization,Y,Doris Lessing Memorial,11-JAN-14,8:45+10:00 p.m.,Doris Lessing Society,British Literature,Twentieth Century,
R0009,,2014,Exhibit Hall Theater Events,,The Humanities Matter at ProQuest: Online Collections Providing Real Knowledge for the Real World,11-JAN-14,3:05+3:25 p.m.,,,,
R010,,2014,Exhibit Hall Theater Events,,FastPencil! An End-to-End Self-Publishing Solution,11-JAN-14,4:50+5:10 p.m.,,,,
S746,249,2014,Special Session,,Temporality and the Contemporary American Novel,10-JAN-14,10:15+11:30 a.m.,,,,"Temporality, Contemporary, American, Fiction"
A104A,308,2014,Allied Organization,,"Voyages de femmes, entrepris et rapportés: Représentations littéraires et/ou artistiques",10-JAN-14,1:45+3:00 p.m.,Women in French,French Literature,General,"French women, travel, voyages"
A042B,146,2014,Allied Organization,,Language and Visuality in Dickinson's Poetry,09-JAN-14,5:15+6:30 p.m.,Emily Dickinson International Society,American Literature,Before 1900,"poetry, visuality, senses, manuscripts, language"
A004A,530,2014,Allied Organization,,"Constructive Responses to Current Challenges Faced by German Languages, Literature, and Studies Departments",11-JAN-14,12:00 noon+1:15 p.m.,American Association of Teachers of German,German Literature,General,"Curriculum Revision, Graduate Training"
A097A,147,2014,Allied Organization,,South Asia at Risk,09-JAN-14,5:15+6:30 p.m.,,,,"South Asia, nation-state, trauma"
A094A,69,2014,Allied Organization,,Dreaming the Actual: Chicago Literary Voices,09-JAN-14,1:45+3:00 p.m.,Society for the Study of Midwestern Literature,American Literature,Twentieth Century,"utopia, resistance, regional, global, ethnic"
A114A,531,2014,Allied Organization,,"Global Art, Western American Context",11-JAN-14,12:00 noon+1:15 p.m.,Western Literature Association,American Literature,General,"Western American Literature, intertextuality, influence"
A071A,654,2014,Allied Organization,,Can Affective Criticism Read Material History in Literature?,11-JAN-14,5:15+6:30 p.m.,Marxist Literary Group,General Literature,Literary Criticism and Theory,"affect, literary criticism, history, materialism, time"
A043A,610,2014,Allied Organization,,"Donne and His Conclave: Language, Innovators, and Eternity",11-JAN-14,3:30+4:45 p.m.,John Donne Society,British Literature,Seventeenth Century,"Donne, Ignatius, satire, Paracelsus, anti-catholic"
A051B,611,2014,Allied Organization,,"Exile, Death, Sacrifice: The Poetics of Suffering in Francophone Literature",11-JAN-14,3:30+4:45 p.m.,Graduate Student Caucus,The Profession,General,"infanticide, sacrifice, exile, suffering, theory"
A109A,655,2014,Allied Organization,,Women's Fears and Fear of Women in Pre-1800 Iberia and the Americas,11-JAN-14,5:15+6:30 p.m.,GEMELA: Grupo de Estudios sobre la Mujer en España y las Américas (pre-1800),Spanish Literature,General,"Sabuco, Zayas, Nahuatl, Caro, Crónica"
A065A,208,2014,Allied Organization,,Keats and Company,10-JAN-14,8:30+9:45 a.m.,Keats-Shelley Association of America,British Literature,Nineteenth Century/Romantics,"Romanticism, Romantic poetry, sociability"
M039A,285,2014,MLA Organization,,Upstream Both Ways:  Aligning Community Colleges and Four-Year Institutions,10-JAN-14,12:00 noon+1:15 p.m.,Committee on Community Colleges,The Profession,General,"articulation, transfer of skills and credit"
D026A,570,2014,Division,,"Literature and the English Revolution, 1640–59",11-JAN-14,1:45+3:00 p.m.,Seventeenth-Century English Literature,British Literature,Seventeenth Century,
G037A,286,2014,Discussion Group,,Invisible Violences in the North,10-JAN-14,12:00 noon+1:15 p.m.,Scandinavian Languages and Literatures,Other Literatures,Scandinavian,"Violence, Nordic Countries, Crime Fiction, Ethics and Literature"
A044B,760,2014,Allied Organization,,Faulkner and Women Writers,12-JAN-14,12:00 noon+1:15 p.m.,William Faulkner Society,American Literature,Twentieth Century,"Faulkner, women, feminist, southern literature, modern"
M012A,724,2014,MLA Organization,,The Data Is the Scholarship,12-JAN-14,10:15+11:30 a.m.,Committee on Scholarly Editions,The Profession,Publishing and Editing,"digital humanities, textual scholarship, digital editions"
S740,735,2012,Special Session,,After the Jacobites,08-JAN-12,1:45+3:00 p.m.,,,,
S744,132A,2012,Special Session,,The Futures of Jewish American Literature: Celebrating the New _Studies in American Jewish Literature_,05-JAN-12,5:15+6:30 p.m.,,,,
S745,639,2012,Special Session,,Changes of Address: Letters and the Mid-Twentieth-Century American Lyric,08-JAN-12,8:30+9:45 a.m.,,,,
S726,71,2012,Special Session,,How to Read the _New-York Saturday Press_,05-JAN-12,3:30+4:45 p.m.,,,,
S798,307,2012,Special Session,,Theorizing Hip-Hop: New Approaches to Hip-Hop as Intellectual Production,06-JAN-12,1:45+3:00 p.m.,,,,
S805,352,2012,Special Session,,The Body in Motion: Gesture in Turn-of-the-Century American Literature and Culture,06-JAN-12,5:15+6:30 p.m.,,,,
S749,672,2012,Special Session,,Ralph Ellison and Civil Rights,08-JAN-12,10:15+11:30 a.m.,,,,
S792,588,2012,Special Session,,"Nineteenth-Century American Sentiment, Radical or Otherwise",07-JAN-12,5:15+6:30 p.m.,,,,
S768,135,2012,Special Session,,Textual Scholarship and African Americanist Studies,05-JAN-12,5:15+6:30 p.m.,,,,
S730,107,2012,Special Session,,Postcolonial Studies and Literary Form,05-JAN-12,5:15+6:30 p.m.,,,,
S427,587,2012,Special Session,,You Will Know Them by Their Shoes: Footwear in the Cultural Production of the Early Modern Hispanic,07-JAN-12,5:15+6:30 p.m.,,,,
W001B,467,2012,Forum Linked Session,,The Future of Teaching,07-JAN-12,12:00 noon+1:15 p.m.,,,,
S751,308,2012,Special Session,,Charlie Chan Is Undead: Reopening the Case of America's First Mainstream Minority Detective,06-JAN-12,1:45+3:00 p.m.,,,,
S767,165,2012,Special Session,,Teaching Early Literature and Why It Matters,05-JAN-12,7:00+8:15 p.m.,,,,
S420,396,2012,Special Session,,"Chinese Narrative, World Literature: The Appeal and the Peril of Being Worldly",07-JAN-12,8:30+9:45 a.m.,,,,
S408,338,2012,Special Session,,Media Women of the Belle Epoque,06-JAN-12,3:30+4:45 p.m.,,,,
S433,524,2012,Special Session,,Colonial Canvases: Texts and Portraits in Early Spanish America,07-JAN-12,1:45+3:00 p.m.,,,,
S808,734,2012,Special Session,,Self-Narrating Lives: Genre-Bending Autobiographical Works,08-JAN-12,1:45+3:00 p.m.,,,,
S428,428,2012,Special Session,,Technology and Chinese Literature and Language,07-JAN-12,10:15+11:30 a.m.,,,,
S719,560,2012,Special Session,,"Black Poetry, Reading (Re)Publics, and the Performative in Nineteenth-Century America",07-JAN-12,3:30+4:45 p.m.,,,,
